Year,ID,State,Count_Breweries
1996,47,Tennessee,15
1996,48,Texas,63
1996,49,Utah,15
1996,50,Vermont,20
1996,51,Virginia,17
1996,53,Washington,79
1996,54,West Virginia,4
1996,55,Wisconsin,50
1996,56,Wyoming,10
1997,01,Alabama,8
1997,02,Alaska,16
1997,04,Arizona,34
1997,05,Arkansas,4
1997,06,California,259
1997,08,Colorado,112
1997,09,Connecticut,22
1997,10,Delaware,6
1997,12,Florida,86
1997,13,Georgia,24
1997,15,Hawaii,8
1997,16,Idaho,28
1997,17,Illinois,39
1997,18,Indiana,26
1997,19,Iowa,12
1997,20,Kansas,17
1997,21,Kentucky,14
1997,22,Louisiana,11
1997,23,Maine,28
1997,24,Maryland,27
1997,25,Massachusetts,44
1997,26,Michigan,60
1997,27,Minnesota,37
1997,29,Missouri,22
1997,30,Montana,20
1997,31,Nebraska,9
1997,32,Nevada,18
1997,33,New Hampshire,19
1997,34,New Jersey,23
1997,35,New Mexico,26
1997,36,New York,84
1997,37,North Carolina,40
1997,38,North Dakota,4
1997,39,Ohio,55
1997,40,Oklahoma,9
1997,41,Oregon,86
1997,42,Pennsylvania,56
1997,44,Rhode Island,6
1997,45,South Carolina,21
1997,46,South Dakota,5
1997,47,Tennessee,21
1997,48,Texas,71
1997,49,Utah,17
1997,50,Vermont,24
1997,51,Virginia,23
1997,53,Washington,109
1997,54,West Virginia,4
1997,55,Wisconsin,57
1997,56,Wyoming,14
1998,01,Alabama,9
1998,02,Alaska,14
1998,04,Arizona,40
1998,05,Arkansas,5
1998,06,California,273
1998,08,Colorado,105
1998,09,Connecticut,25
1998,10,Delaware,8
1998,12,Florida,96
1998,13,Georgia,26
1998,15,Hawaii,13
1998,16,Idaho,29
1998,17,Illinois,44
1998,18,Indiana,25
1998,19,Iowa,13
1998,20,Kansas,17
1998,21,Kentucky,15
1998,22,Louisiana,14
1998,23,Maine,33
1998,24,Maryland,27
1998,25,Massachusetts,48
1998,26,Michigan,71
1998,27,Minnesota,35
1998,29,Missouri,26
1998,30,Montana,24
1998,31,Nebraska,8
1998,32,Nevada,20
1998,33,New Hampshire,19
1998,34,New Jersey,27
1998,35,New Mexico,27
1998,36,New York,88
1998,37,North Carolina,50
1998,38,North Dakota,6
1998,39,Ohio,68
1998,40,Oklahoma,10
1998,41,Oregon,88
1998,42,Pennsylvania,63
1998,44,Rhode Island,5
1998,45,South Carolina,23
1998,46,South Dakota,5
1998,47,Tennessee,25
1998,48,Texas,65
1998,49,Utah,17
1998,50,Vermont,27
1998,51,Virginia,27
1998,53,Washington,115
1998,54,West Virginia,5
1998,55,Wisconsin,65
1998,56,Wyoming,15
1999,01,Alabama,9
1999,02,Alaska,19
1999,04,Arizona,48
1999,05,Arkansas,4
1999,06,California,289
1999,08,Colorado,102
1999,09,Connecticut,26
1999,10,Delaware,9
1999,12,Florida,97
1999,13,Georgia,30
1999,15,Hawaii,16
1999,16,Idaho,25
1999,17,Illinois,47
1999,18,Indiana,24
1999,19,Iowa,14
1999,20,Kansas,15
1999,21,Kentucky,12
1999,22,Louisiana,11
1999,23,Maine,37
1999,24,Maryland,30
1999,25,Massachusetts,50
1999,26,Michigan,79
1999,27,Minnesota,36
1999,28,Mississippi,3
1999,29,Missouri,30
1999,30,Montana,24
1999,31,Nebraska,9
1999,32,Nevada,24
1999,33,New Hampshire,19
1999,34,New Jersey,28
1999,35,New Mexico,26
1999,36,New York,81
1999,37,North Carolina,52
1999,38,North Dakota,3
1999,39,Ohio,77
1999,40,Oklahoma,10
1999,41,Oregon,88
1999,42,Pennsylvania,74
1999,44,Rhode Island,6
1999,45,South Carolina,22
1999,46,South Dakota,7
1999,47,Tennessee,23
1999,48,Texas,66
1999,49,Utah,20
1999,50,Vermont,24
1999,51,Virginia,29
1999,53,Washington,118
1999,54,West Virginia,5
1999,55,Wisconsin,77
1999,56,Wyoming,13
2000,01,Alabama,7
2000,02,Alaska,17
2000,04,Arizona,45
2000,05,Arkansas,5
2000,06,California,281
2000,08,Colorado,102
2000,09,Connecticut,27
2000,10,Delaware,8
2000,12,Florida,92
2000,13,Georgia,29
2000,15,Hawaii,15
2000,16,Idaho,24
2000,17,Illinois,45
2000,18,Indiana,26
2000,19,Iowa,13
2000,20,Kansas,10
2000,21,Kentucky,15
2000,22,Louisiana,12
2000,23,Maine,42
2000,24,Maryland,25
2000,25,Massachusetts,45
2000,26,Michigan,77
2000,27,Minnesota,41
2000,28,Mississippi,4
2000,29,Missouri,32
2000,30,Montana,25
2000,31,Nebraska,9
2000,32,Nevada,22
2000,33,New Hampshire,19
2000,34,New Jersey,24
2000,35,New Mexico,26
2000,36,New York,78
2000,37,North Carolina,51
2000,38,North Dakota,3
2000,39,Ohio,87
2000,40,Oklahoma,9
2000,41,Oregon,82
2000,42,Pennsylvania,73
2000,44,Rhode Island,8
2000,45,South Carolina,19
2000,46,South Dakota,7
2000,47,Tennessee,23
2000,48,Texas,59
2000,49,Utah,20
2000,50,Vermont,23
2000,51,Virginia,31
2000,53,Washington,113
2000,54,West Virginia,6
2000,55,Wisconsin,91
2000,56,Wyoming,13
2001,01,Alabama,4
2001,02,Alaska,17
2001,04,Arizona,45
2001,05,Arkansas,5
2001,06,California,266
2001,08,Colorado,102
2001,09,Connecticut,22
2001,10,Delaware,8
2001,12,Florida,84
2001,13,Georgia,30
2001,15,Hawaii,14
2001,16,Idaho,20
2001,17,Illinois,41
2001,18,Indiana,23
2001,19,Iowa,16
2001,20,Kansas,8
2001,21,Kentucky,10
2001,22,Louisiana,9
2001,23,Maine,39
2001,24,Maryland,26
2001,25,Massachusetts,46
2001,26,Michigan,71
2001,27,Minnesota,37
2001,28,Mississippi,4
2001,29,Missouri,26
2001,30,Montana,26
2001,31,Nebraska,11
2001,32,Nevada,16
2001,33,New Hampshire,17
2001,34,New Jersey,22
2001,35,New Mexico,23
2001,36,New York,83
2001,37,North Carolina,38
2001,38,North Dakota,3
2001,39,Ohio,74
2001,40,Oklahoma,6
2001,41,Oregon,82
2001,42,Pennsylvania,81
2001,44,Rhode Island,7
2001,45,South Carolina,19
2001,46,South Dakota,6
2001,47,Tennessee,23
2001,48,Texas,47
2001,49,Utah,16
2001,50,Vermont,19
2001,51,Virginia,29
2001,53,Washington,94
2001,54,West Virginia,4
2001,55,Wisconsin,82
2001,56,Wyoming,11
2002,01,Alabama,3
2002,02,Alaska,19
2002,04,Arizona,39
2002,05,Arkansas,4
2002,06,California,270
2002,08,Colorado,102
2002,09,Connecticut,17
2002,10,Delaware,8
2002,12,Florida,83
2002,13,Georgia,25
2002,15,Hawaii,13
2002,16,Idaho,19
2002,17,Illinois,43
2002,18,Indiana,23
2002,19,Iowa,15
2002,20,Kansas,8
2002,21,Kentucky,10
2002,22,Louisiana,7
2002,23,Maine,38
2002,24,Maryland,26
2002,25,Massachusetts,43
2002,26,Michigan,69
2002,27,Minnesota,37
2002,28,Mississippi,4
2002,29,Missouri,28
2002,30,Montana,28
2002,31,Nebraska,10
2002,32,Nevada,17
2002,33,New Hampshire,17
2002,34,New Jersey,20
2002,35,New Mexico,23
2002,36,New York,84
2002,37,North Carolina,38
2002,38,North Dakota,3
2002,39,Ohio,64
2002,40,Oklahoma,6
2002,41,Oregon,81
2002,42,Pennsylvania,76
2002,44,Rhode Island,7
2002,45,South Carolina,19
2002,46,South Dakota,7
2002,47,Tennessee,22
2002,48,Texas,42
2002,49,Utah,17
2002,50,Vermont,25
2002,51,Virginia,30
2002,53,Washington,94
2002,54,West Virginia,5
2002,55,Wisconsin,90
2002,56,Wyoming,11
2003,01,Alabama,3
2003,02,Alaska,15
2003,04,Arizona,36
2003,05,Arkansas,4
2003,06,California,278
2003,08,Colorado,99
2003,09,Connecticut,17
2003,10,Delaware,9
2003,12,Florida,78
2003,13,Georgia,29
2003,15,Hawaii,13
2003,16,Idaho,20
2003,17,Illinois,43
2003,18,Indiana,23
2003,19,Iowa,17
2003,20,Kansas,7
2003,21,Kentucky,10
2003,22,Louisiana,6
2003,23,Maine,37
2003,24,Maryland,27
2003,25,Massachusetts,44
2003,26,Michigan,76
2003,27,Minnesota,31
2003,28,Mississippi,3
2003,29,Missouri,28
2003,30,Montana,24
2003,31,Nebraska,12
2003,32,Nevada,16
2003,33,New Hampshire,16
2003,34,New Jersey,22
2003,35,New Mexico,20
2003,36,New York,86
2003,37,North Carolina,41
2003,38,North Dakota,3
2003,39,Ohio,59
2003,40,Oklahoma,6
2003,41,Oregon,87
2003,42,Pennsylvania,78
2003,44,Rhode Island,6
2003,45,South Carolina,21
2003,46,South Dakota,7
2003,47,Tennessee,22
2003,48,Texas,41
2003,49,Utah,15
2003,50,Vermont,25
2003,51,Virginia,30
2003,53,Washington,91
2003,54,West Virginia,5
2003,55,Wisconsin,90
2003,56,Wyoming,11
2004,01,Alabama,5
2004,02,Alaska,13
2004,04,Arizona,31
2004,05,Arkansas,4
2004,06,California,282
2004,08,Colorado,99
2004,09,Connecticut,20
2004,10,Delaware,9
2004,12,Florida,74
2004,13,Georgia,29
2004,15,Hawaii,13
2004,16,Idaho,19
2004,17,Illinois,45
2004,18,Indiana,23
2004,19,Iowa,21
2004,20,Kansas,10
2004,21,Kentucky,10
2004,22,Louisiana,9
2004,23,Maine,43
2004,24,Maryland,29
2004,25,Massachusetts,46
2004,26,Michigan,78
2004,27,Minnesota,30
2004,28,Mississippi,3
2004,29,Missouri,28
2004,30,Montana,22
2004,31,Nebraska,12
2004,32,Nevada,17
2004,33,New Hampshire,16
2004,34,New Jersey,21
2004,35,New Mexico,22
2004,36,New York,80
2004,37,North Carolina,43
2004,38,North Dakota,4
2004,39,Ohio,55
2004,40,Oklahoma,7
2004,41,Oregon,92
2004,42,Pennsylvania,86
2004,44,Rhode Island,6
2004,45,South Carolina,21
2004,46,South Dakota,6
2004,47,Tennessee,24
2004,48,Texas,40
2004,49,Utah,16
2004,50,Vermont,26
2004,51,Virginia,31
2004,53,Washington,93
2004,54,West Virginia,4
2004,55,Wisconsin,97
2004,56,Wyoming,13
2005,01,Alabama,5
2005,02,Alaska,15
2005,04,Arizona,31
2005,05,Arkansas,4
2005,06,California,278
2005,08,Colorado,104
2005,09,Connecticut,19
2005,10,Delaware,8
2005,12,Florida,69
2005,13,Georgia,25
2005,15,Hawaii,12
2005,16,Idaho,20
2005,17,Illinois,43
2005,18,Indiana,27
2005,19,Iowa,18
2005,20,Kansas,11
2005,21,Kentucky,10
2005,22,Louisiana,10
2005,23,Maine,43
2005,24,Maryland,25
2005,25,Massachusetts,38
2005,26,Michigan,84
2005,27,Minnesota,31
2005,28,Mississippi,3
2005,29,Missouri,33
2005,30,Montana,21
2005,31,Nebraska,16
2005,32,Nevada,16
2005,33,New Hampshire,14
2005,34,New Jersey,21
2005,35,New Mexico,22
2005,36,New York,82
2005,37,North Carolina,45
2005,38,North Dakota,4
2005,39,Ohio,53
2005,40,Oklahoma,8
2005,41,Oregon,88
2005,42,Pennsylvania,78
2005,44,Rhode Island,5
2005,45,South Carolina,19
2005,46,South Dakota,6
2005,47,Tennessee,19
2005,48,Texas,45
2005,49,Utah,15
2005,50,Vermont,24
2005,51,Virginia,34
2005,53,Washington,100
2005,54,West Virginia,4
2005,55,Wisconsin,98
2005,56,Wyoming,14
2006,01,Alabama,4
2006,02,Alaska,14
2006,04,Arizona,33
2006,05,Arkansas,4
2006,06,California,293
2006,08,Colorado,102
2006,09,Connecticut,18
2006,10,Delaware,9
2006,12,Florida,51
2006,13,Georgia,22
2006,15,Hawaii,12
2006,16,Idaho,20
2006,17,Illinois,45
2006,18,Indiana,25
2006,19,Iowa,19
2006,20,Kansas,17
2006,21,Kentucky,10
2006,22,Louisiana,10
2006,23,Maine,43
2006,24,Maryland,26
2006,25,Massachusetts,40
2006,26,Michigan,91
2006,27,Minnesota,35
2006,29,Missouri,34
2006,30,Montana,22
2006,31,Nebraska,16
2006,32,Nevada,16
2006,33,New Hampshire,14
2006,34,New Jersey,21
2006,35,New Mexico,23
2006,36,New York,82
2006,37,North Carolina,46
2006,38,North Dakota,3
2006,39,Ohio,57
2006,40,Oklahoma,7
2006,41,Oregon,95
2006,42,Pennsylvania,81
2006,44,Rhode Island,5
2006,45,South Carolina,16
2006,46,South Dakota,7
2006,47,Tennessee,19
2006,48,Texas,47
2006,49,Utah,17
2006,50,Vermont,24
2006,51,Virginia,35
2006,53,Washington,108
2006,54,West Virginia,6
2006,55,Wisconsin,103
2006,56,Wyoming,14
2007,01,Alabama,5
2007,02,Alaska,15
2007,04,Arizona,33
2007,05,Arkansas,4
2007,06,California,310
2007,08,Colorado,112
2007,09,Connecticut,19
2007,10,Delaware,10
2007,12,Florida,50
2007,13,Georgia,23
2007,15,Hawaii,12
2007,16,Idaho,20
2007,17,Illinois,52
2007,18,Indiana,30
2007,19,Iowa,20
2007,20,Kansas,18
2007,21,Kentucky,12
2007,22,Louisiana,10
2007,23,Maine,43
2007,24,Maryland,24
2007,25,Massachusetts,43
2007,26,Michigan,94
2007,27,Minnesota,34
2007,29,Missouri,38
2007,30,Montana,26
2007,31,Nebraska,17
2007,32,Nevada,16
2007,33,New Hampshire,15
2007,34,New Jersey,21
2007,35,New Mexico,21
2007,36,New York,77
2007,37,North Carolina,45
2007,38,North Dakota,3
2007,39,Ohio,58
2007,40,Oklahoma,6
2007,41,Oregon,96
2007,42,Pennsylvania,94
2007,44,Rhode Island,5
2007,45,South Carolina,17
2007,46,South Dakota,8
2007,47,Tennessee,22
2007,48,Texas,45
2007,49,Utah,15
2007,50,Vermont,22
2007,51,Virginia,35
2007,53,Washington,110
2007,54,West Virginia,6
2007,55,Wisconsin,105
2007,56,Wyoming,14
2008,01,Alabama,5
2008,02,Alaska,16
2008,04,Arizona,33
2008,05,Arkansas,4
2008,06,California,333
2008,08,Colorado,117
2008,09,Connecticut,21
2008,10,Delaware,9
2008,12,Florida,61
2008,13,Georgia,20
2008,15,Hawaii,11
2008,16,Idaho,24
2008,17,Illinois,51
2008,18,Indiana,30
2008,19,Iowa,21
2008,20,Kansas,17
2008,21,Kentucky,12
2008,22,Louisiana,10
2008,23,Maine,43
2008,24,Maryland,24
2008,25,Massachusetts,45
2008,26,Michigan,96
2008,27,Minnesota,36
2008,29,Missouri,38
2008,30,Montana,31
2008,31,Nebraska,16
2008,32,Nevada,17
2008,33,New Hampshire,16
2008,34,New Jersey,20
2008,35,New Mexico,20
2008,36,New York,81
2008,37,North Carolina,50
2008,38,North Dakota,3
2008,39,Ohio,66
2008,40,Oklahoma,9
2008,41,Oregon,108
2008,42,Pennsylvania,97
2008,44,Rhode Island,5
2008,45,South Carolina,16
2008,46,South Dakota,7
2008,47,Tennessee,23
2008,48,Texas,47
2008,49,Utah,15
2008,50,Vermont,24
2008,51,Virginia,43
2008,53,Washington,121
2008,54,West Virginia,6
2008,55,Wisconsin,110
2008,56,Wyoming,14
2009,01,Alabama,5
2009,02,Alaska,18
2009,04,Arizona,34
2009,05,Arkansas,5
2009,06,California,340
2009,08,Colorado,116
2009,09,Connecticut,19
2009,10,Delaware,11
2009,12,Florida,52
2009,13,Georgia,22
2009,15,Hawaii,11
2009,16,Idaho,25
2009,17,Illinois,60
2009,18,Indiana,39
2009,19,Iowa,28
2009,20,Kansas,17
2009,21,Kentucky,15
2009,22,Louisiana,11
2009,23,Maine,42
2009,24,Maryland,26
2009,25,Massachusetts,44
2009,26,Michigan,104
2009,27,Minnesota,39
2009,29,Missouri,47
2009,30,Montana,31
2009,31,Nebraska,17
2009,32,Nevada,18
2009,33,New Hampshire,17
2009,34,New Jersey,22
2009,35,New Mexico,21
2009,36,New York,84
2009,37,North Carolina,52
2009,38,North Dakota,3
2009,39,Ohio,66
2009,40,Oklahoma,10
2009,41,Oregon,108
2009,42,Pennsylvania,96
2009,44,Rhode Island,5
2009,45,South Carolina,15
2009,46,South Dakota,7
2009,47,Tennessee,23
2009,48,Texas,47
2009,49,Utah,18
2009,50,Vermont,27
2009,51,Virginia,42
2009,53,Washington,138
2009,54,West Virginia,8
2009,55,Wisconsin,108
2009,56,Wyoming,13
2010,01,Alabama,7
2010,02,Alaska,20
2010,04,Arizona,37
2010,05,Arkansas,5
2010,06,California,358
2010,08,Colorado,129
2010,09,Connecticut,21
2010,10,Delaware,11
2010,12,Florida,60
2010,13,Georgia,26
2010,15,Hawaii,11
2010,16,Idaho,25
2010,17,Illinois,62
2010,18,Indiana,43
2010,19,Iowa,27
2010,20,Kansas,17
2010,21,Kentucky,14
2010,22,Louisiana,12
2010,23,Maine,44
2010,24,Maryland,24
2010,25,Massachusetts,48
2010,26,Michigan,111
2010,27,Minnesota,42
2010,28,Mississippi,3
2010,29,Missouri,51
2010,30,Montana,31
2010,31,Nebraska,16
2010,32,Nevada,20
2010,33,New Hampshire,19
2010,34,New Jersey,24
2010,35,New Mexico,26
2010,36,New York,100
2010,37,North Carolina,61
2010,38,North Dakota,3
2010,39,Ohio,75
2010,40,Oklahoma,10
2010,41,Oregon,120
2010,42,Pennsylvania,118
2010,44,Rhode Island,5
2010,45,South Carolina,16
2010,46,South Dakota,8
2010,47,Tennessee,26
2010,48,Texas,59
2010,49,Utah,18
2010,50,Vermont,32
2010,51,Virginia,44
2010,53,Washington,157
2010,54,West Virginia,8
2010,55,Wisconsin,119
2010,56,Wyoming,16
2011,01,Alabama,9
2011,02,Alaska,23
2011,04,Arizona,45
2011,05,Arkansas,7
2011,06,California,401
2011,08,Colorado,149
2011,09,Connecticut,20
2011,10,Delaware,12
2011,12,Florida,71
2011,13,Georgia,25
2011,15,Hawaii,12
2011,16,Idaho,33
2011,17,Illinois,68
2011,18,Indiana,59
2011,19,Iowa,35
2011,20,Kansas,21
2011,21,Kentucky,21
2011,22,Louisiana,12
2011,23,Maine,49
2011,24,Maryland,26
2011,25,Massachusetts,52
2011,26,Michigan,131
2011,27,Minnesota,56
2011,29,Missouri,55
2011,30,Montana,35
2011,31,Nebraska,18
2011,32,Nevada,20
2011,33,New Hampshire,21
2011,34,New Jersey,31
2011,35,New Mexico,30
2011,36,New York,123
2011,37,North Carolina,71
2011,38,North Dakota,3
2011,39,Ohio,81
2011,40,Oklahoma,10
2011,41,Oregon,148
2011,42,Pennsylvania,146
2011,44,Rhode Island,6
2011,45,South Carolina,17
2011,46,South Dakota,9
2011,47,Tennessee,31
2011,48,Texas,84
2011,49,Utah,18
2011,50,Vermont,34
2011,51,Virginia,54
2011,53,Washington,188
2011,54,West Virginia,8
2011,55,Wisconsin,126
2011,56,Wyoming,15
2012,01,Alabama,15
2012,02,Alaska,25
2012,04,Arizona,55
2012,05,Arkansas,13
2012,06,California,472
2012,08,Colorado,185
2012,09,Connecticut,24
2012,10,Delaware,13
2012,12,Florida,89
2012,13,Georgia,31
2012,15,Hawaii,15
2012,16,Idaho,39
2012,17,Illinois,95
2012,18,Indiana,72
2012,19,Iowa,46
2012,20,Kansas,21
2012,21,Kentucky,25
2012,22,Louisiana,12
2012,23,Maine,53
2012,24,Maryland,40
2012,25,Massachusetts,65
2012,26,Michigan,160
2012,27,Minnesota,70
2012,28,Mississippi,4
2012,29,Missouri,60
2012,30,Montana,41
2012,31,Nebraska,20
2012,32,Nevada,23
2012,33,New Hampshire,25
2012,34,New Jersey,29
2012,35,New Mexico,38
2012,36,New York,150
2012,37,North Carolina,94
2012,38,North Dakota,7
2012,39,Ohio,99
2012,40,Oklahoma,13
2012,41,Oregon,180
2012,42,Pennsylvania,162
2012,44,Rhode Island,9
2012,45,South Carolina,23
2012,46,South Dakota,12
2012,47,Tennessee,45
2012,48,Texas,107
2012,49,Utah,22
2012,50,Vermont,39
2012,51,Virginia,67
2012,53,Washington,230
2012,54,West Virginia,8
2012,55,Wisconsin,146
2012,56,Wyoming,19
2013,01,Alabama,23
2013,02,Alaska,25
2013,04,Arizona,59
2013,05,Arkansas,18
2013,06,California,528
2013,08,Colorado,234
2013,09,Connecticut,39
2013,10,Delaware,13
2013,12,Florida,113
2013,13,Georgia,37
2013,15,Hawaii,17
2013,16,Idaho,42
2013,17,Illinois,123
2013,18,Indiana,95
2013,19,Iowa,54
2013,20,Kansas,25
2013,21,Kentucky,25
2013,22,Louisiana,15
2013,23,Maine,60
2013,24,Maryland,43
2013,25,Massachusetts,82
2013,26,Michigan,195
2013,27,Minnesota,75
2013,28,Mississippi,7
2013,29,Missouri,63
2013,30,Montana,49
2013,31,Nebraska,25
2013,32,Nevada,26
2013,33,New Hampshire,35
2013,34,New Jersey,37
2013,35,New Mexico,48
2013,36,New York,193
2013,37,North Carolina,125
2013,38,North Dakota,8
2013,39,Ohio,114
2013,40,Oklahoma,17
2013,41,Oregon,220
2013,42,Pennsylvania,183
2013,44,Rhode Island,12
2013,45,South Carolina,30
2013,46,South Dakota,12
2013,47,Tennessee,51
2013,48,Texas,128
2013,49,Utah,24
2013,50,Vermont,45
2013,51,Virginia,85
2013,53,Washington,266
2013,54,West Virginia,9
2013,55,Wisconsin,146
2013,56,Wyoming,25
2014,01,Alabama,25
2014,02,Alaska,28
2014,04,Arizona,77
2014,05,Arkansas,23
2014,06,California,654
2014,08,Colorado,300
2014,09,Connecticut,50
2014,10,Delaware,15
2014,12,Florida,158
2014,13,Georgia,48
2014,15,Hawaii,20
2014,16,Idaho,51
2014,17,Illinois,164
2014,18,Indiana,116
2014,19,Iowa,60
2014,20,Kansas,27
2014,21,Kentucky,38
2014,22,Louisiana,17
2014,23,Maine,71
2014,24,Maryland,55
2014,25,Massachusetts,98
2014,26,Michigan,256
2014,27,Minnesota,113
2014,28,Mississippi,10
2014,29,Missouri,77
2014,30,Montana,62
2014,31,Nebraska,35
2014,32,Nevada,34
2014,33,New Hampshire,46
2014,34,New Jersey,49
2014,35,New Mexico,60
2014,36,New York,255
2014,37,North Carolina,155
2014,38,North Dakota,10
2014,39,Ohio,151
2014,40,Oklahoma,18
2014,41,Oregon,244
2014,42,Pennsylvania,233
2014,44,Rhode Island,14
2014,45,South Carolina,37
2014,46,South Dakota,15
2014,47,Tennessee,69
2014,48,Texas,170
2014,49,Utah,27
2014,50,Vermont,51
2014,51,Virginia,117
2014,53,Washington,314
2014,54,West Virginia,13
2014,55,Wisconsin,168
2014,56,Wyoming,28
2015,01,Alabama,30
2015,02,Alaska,35
2015,04,Arizona,91
2015,05,Arkansas,29
2015,06,California,788
2015,08,Colorado,352
2015,09,Connecticut,59
2015,10,Delaware,21
2015,12,Florida,205
2015,13,Georgia,54
2015,15,Hawaii,26
2015,16,Idaho,57
2015,17,Illinois,210
2015,18,Indiana,151
2015,19,Iowa,71
2015,20,Kansas,37
2015,21,Kentucky,48
2015,22,Louisiana,25
2015,23,Maine,84
2015,24,Maryland,73
2015,25,Massachusetts,124
2015,26,Michigan,316
2015,27,Minnesota,142
2015,28,Mississippi,14
2015,29,Missouri,90
2015,30,Montana,74
2015,31,Nebraska,39
2015,32,Nevada,39
2015,33,New Hampshire,63
2015,34,New Jersey,71
2015,35,New Mexico,71
2015,36,New York,329
2015,37,North Carolina,207
2015,38,North Dakota,11
2015,39,Ohio,187
2015,40,Oklahoma,21
2015,41,Oregon,281
2015,42,Pennsylvania,278
2015,44,Rhode Island,15
2015,45,South Carolina,51
2015,46,South Dakota,19
2015,47,Tennessee,88
2015,48,Texas,220
2015,49,Utah,29
2015,50,Vermont,66
2015,51,Virginia,155
2015,53,Washington,383
2015,54,West Virginia,17
2015,55,Wisconsin,189
2015,56,Wyoming,32
2016,01,Alabama,37
2016,02,Alaska,36
2016,04,Arizona,110
2016,05,Arkansas,34
2016,06,California,927
2016,08,Colorado,386
2016,09,Connecticut,76
2016,10,Delaware,25
2016,12,Florida,264
2016,13,Georgia,69
2016,15,Hawaii,23
2016,16,Idaho,67
2016,17,Illinois,244
2016,18,Indiana,163
2016,19,Iowa,94
2016,20,Kansas,47
2016,21,Kentucky,60
2016,22,Louisiana,34
2016,23,Maine,102
2016,24,Maryland,88
2016,25,Massachusetts,146
2016,26,Michigan,379
2016,27,Minnesota,165
2016,28,Mississippi,14
2016,29,Missouri,116
2016,30,Montana,79
2016,31,Nebraska,47
2016,32,Nevada,44
2016,33,New Hampshire,73
2016,34,New Jersey,96
2016,35,New Mexico,86
2016,36,New York,394
2016,37,North Carolina,260
2016,38,North Dakota,15
2016,39,Ohio,236
2016,40,Oklahoma,26
2016,41,Oregon,304
2016,42,Pennsylvania,333
2016,44,Rhode Island,17
2016,45,South Carolina,59
2016,46,South Dakota,21
2016,47,Tennessee,101
2016,48,Texas,266
2016,49,Utah,34
2016,50,Vermont,73
2016,51,Virginia,209
2016,53,Washington,424
2016,54,West Virginia,24
2016,55,Wisconsin,217
2016,56,Wyoming,33
2017,01,Alabama,37
2017,02,Alaska,40
2017,04,Arizona,120
2017,05,Arkansas,36
2017,06,California,981
2017,08,Colorado,408
2017,09,Connecticut,83
2017,10,Delaware,27
2017,12,Florida,287
2017,13,Georgia,78
2017,15,Hawaii,25
2017,16,Idaho,68
2017,17,Illinois,259
2017,18,Indiana,171
2017,19,Iowa,98
2017,20,Kansas,49
2017,21,Kentucky,63
2017,22,Louisiana,37
2017,23,Maine,109
2017,24,Maryland,94
2017,25,Massachusetts,161
2017,26,Michigan,402
2017,27,Minnesota,183
2017,28,Mississippi,16
2017,29,Missouri,131
2017,30,Montana,86
2017,31,Nebraska,49
2017,32,Nevada,43
2017,33,New Hampshire,77
2017,34,New Jersey,102
2017,35,New Mexico,91
2017,36,New York,420
2017,37,North Carolina,287
2017,38,North Dakota,17
2017,39,Ohio,269
2017,40,Oklahoma,28
2017,41,Oregon,323
2017,42,Pennsylvania,352
2017,44,Rhode Island,19
2017,45,South Carolina,70
2017,46,South Dakota,23
2017,47,Tennessee,108
2017,48,Texas,279
2017,49,Utah,36
2017,50,Vermont,76
2017,51,Virginia,238
2017,53,Washington,448
2017,54,West Virginia,24
2017,55,Wisconsin,237
2017,56,Wyoming,36
